employee_id,Department,JobRole,Gender,Age,Education,BusinessTravel,YearsAtCompany,JobLevel,MonthlyIncome
1027,Research & Development,Manufacturing Director,Female,27,4,Travel_Rarely,3,2,4227
1028,Research & Development,Laboratory Technician,Male,35,3,Travel_Rarely,3,1,3917
1029,Sales,Manager,Male,42,2,Travel_Rarely,1,5,18303
1030,Research & Development,Laboratory Technician,Male,50,3,Travel_Rarely,1,1,2380
1032,Research & Development,Manufacturing Director,Female,59,3,Travel_Rarely,5,4,13726
1033,Research & Development,Healthcare Representative,Female,37,2,Travel_Rarely,1,2,4777
1034,Research & Development,Healthcare Representative,Male,55,4,Travel_Frequently,8,2,6385
1035,Research & Development,Research Director,Female,41,1,Non-Travel,21,5,19973
1036,Sales,Sales Executive,Male,38,4,Travel_Rarely,1,2,6861
1037,Sales,Sales Executive,Male,26,2,Non-Travel,2,2,4969
1038,Sales,Manager,Female,52,1,Travel_Rarely,32,5,19845
1039,Sales,Sales Executive,Female,44,3,Travel_Rarely,12,4,13320
1040,Sales,Sales Executive,Female,50,3,Non-Travel,18,2,6347
1042,Research & Development,Laboratory Technician,Female,36,4,Travel_Rarely,17,1,2743
1043,Research & Development,Manufacturing Director,Female,39,3,Travel_Frequently,21,3,10880
1044,Sales,Sales Representative,Female,33,1,Non-Travel,2,1,2342
1045,Sales,Manager,Female,45,2,Travel_Rarely,9,4,17650
1046,Research & Development,Laboratory Technician,Female,32,4,Non-Travel,8,1,4025
1047,Sales,Sales Executive,Male,34,4,Travel_Rarely,15,2,9725
1048,Sales,Manager,Male,59,2,Travel_Rarely,6,3,11904
1049,Human Resources,Human Resources,Male,45,4,Travel_Rarely,6,1,2177
1050,Sales,Sales Executive,Female,53,3,Travel_Frequently,15,3,7525
1052,Research & Development,Laboratory Technician,Male,36,3,Travel_Rarely,1,2,4834
1053,Research & Development,Research Scientist,Male,26,3,Travel_Frequently,3,1,2042
1055,Sales,Sales Representative,Female,34,4,Travel_Rarely,1,1,2220
1056,Sales,Sales Representative,Male,28,1,Travel_Rarely,1,1,1052
1060,Research & Development,Research Scientist,Male,38,4,Travel_Frequently,2,1,2821
1061,Research & Development,Research Director,Male,50,4,Travel_Rarely,8,5,19237
1062,Research & Development,Healthcare Representative,Female,37,3,Travel_Rarely,4,2,4107
1066,Sales,Sales Executive,Male,40,3,Travel_Rarely,7,2,8396
1068,Research & Development,Research Scientist,Female,26,1,Travel_Frequently,5,1,2007
1069,Research & Development,Research Director,Male,46,4,Travel_Rarely,2,5,19627
1070,Sales,Sales Executive,Female,54,4,Travel_Rarely,9,3,10686
1071,Research & Development,Research Scientist,Female,56,3,Travel_Frequently,5,1,2942
1073,Research & Development,Manufacturing Director,Female,36,5,Travel_Rarely,14,3,8858
1074,Research & Development,Manager,Male,55,1,Non-Travel,9,4,16756
1076,Sales,Sales Executive,Male,43,3,Travel_Rarely,1,3,10798
1077,Sales,Sales Representative,Female,20,3,Travel_Frequently,2,1,2323
1079,Research & Development,Laboratory Technician,Female,21,3,Travel_Rarely,1,1,1416
1080,Research & Development,Research Scientist,Female,46,4,Travel_Rarely,16,2,4615
1081,Research & Development,Research Scientist,Male,51,4,Travel_Rarely,10,1,2461
1082,Research & Development,Healthcare Representative,Male,28,2,Non-Travel,10,3,8722
1083,Research & Development,Laboratory Technician,Male,26,2,Travel_Rarely,5,1,3955
1084,Research & Development,Manufacturing Director,Male,30,3,Travel_Rarely,6,2,9957
1085,Research & Development,Research Scientist,Female,41,2,Travel_Rarely,10,1,3376
1088,Research & Development,Healthcare Representative,Female,38,1,Travel_Rarely,19,3,8823
1092,Research & Development,Healthcare Representative,Male,40,4,Travel_Rarely,11,3,10322
1094,Research & Development,Laboratory Technician,Male,27,5,Non-Travel,3,1,4621
1096,Research & Development,Manufacturing Director,Male,55,1,Travel_Frequently,3,3,10976
1097,Research & Development,Research Scientist,Female,28,3,Travel_Rarely,8,2,3660
1098,Human Resources,Human Resources,Male,44,2,Travel_Rarely,20,3,10482
1099,Research & Development,Healthcare Representative,Male,33,3,Travel_Rarely,3,3,7119
1100,Sales,Sales Executive,Male,35,3,Travel_Rarely,8,3,9582
1101,Research & Development,Research Scientist,Female,33,4,Travel_Frequently,13,2,4508
1102,Research & Development,Laboratory Technician,Male,28,2,Travel_Rarely,4,1,2207
1103,Research & Development,Healthcare Representative,Male,34,1,Travel_Frequently,6,2,7756
1105,Sales,Sales Executive,Female,37,4,Travel_Rarely,1,2,6694
1106,Research & Development,Laboratory Technician,Male,25,1,Travel_Rarely,7,1,3691
1107,Research & Development,Laboratory Technician,Male,26,3,Travel_Rarely,1,1,2377
1108,Research & Development,Research Scientist,Male,33,3,Travel_Rarely,2,1,2313
1109,Research & Development,Manager,Male,42,2,Travel_Rarely,22,4,17665
1111,Research & Development,Laboratory Technician,Male,28,3,Travel_Frequently,1,1,2596
1113,Sales,Sales Executive,Male,50,4,Travel_Frequently,0,2,4728
1114,Sales,Sales Executive,Female,33,3,Travel_Frequently,3,2,4302
1115,Research & Development,Research Scientist,Male,34,4,Non-Travel,0,1,2979
1116,Research & Development,Manager,Male,48,4,Non-Travel,5,4,16885
1117,Sales,Sales Executive,Female,45,4,Non-Travel,15,2,5593
1118,Research & Development,Healthcare Representative,Male,52,4,Travel_Rarely,8,3,10445
1119,Sales,Sales Executive,Male,38,4,Travel_Rarely,8,3,8740
1120,Research & Development,Research Scientist,Female,29,4,Travel_Rarely,7,1,2514
1121,Research & Development,Manufacturing Director,Female,28,3,Travel_Rarely,9,3,7655
1124,Sales,Manager,Male,46,1,Travel_Rarely,12,4,17465
1125,Sales,Sales Executive,Male,38,2,Travel_Rarely,1,3,7351
1126,Research & Development,Manufacturing Director,Female,43,3,Travel_Frequently,8,3,10820
1127,Research & Development,Healthcare Representative,Male,39,3,Travel_Frequently,18,4,12169
1128,Research & Development,Research Director,Male,40,3,Travel_Rarely,20,5,19626
1131,Research & Development,Research Scientist,Female,21,1,Travel_Rarely,2,1,2070
1132,Research & Development,Laboratory Technician,Male,39,3,Non-Travel,5,2,6782
1133,Research & Development,Manufacturing Director,Male,36,4,Non-Travel,11,2,7779
1135,Sales,Sales Representative,Male,31,3,Travel_Frequently,2,1,2791
1136,Research & Development,Research Scientist,Male,28,1,Travel_Rarely,5,1,3201
1137,Sales,Sales Executive,Male,35,2,Travel_Frequently,5,2,4968
1138,Sales,Sales Executive,Male,49,4,Travel_Rarely,9,4,13120
1140,Research & Development,Manufacturing Director,Male,34,2,Travel_Frequently,3,2,4033
1143,Research & Development,Research Scientist,Female,29,3,Travel_Frequently,7,1,3291
1148,Research & Development,Laboratory Technician,Male,42,3,Travel_Rarely,1,2,4272
1150,Research & Development,Manufacturing Director,Male,29,1,Travel_Rarely,10,2,5056
1152,Human Resources,Human Resources,Male,38,3,Travel_Rarely,7,1,2844
1154,Research & Development,Research Scientist,Male,28,3,Travel_Frequently,3,1,2703
1156,Research & Development,Laboratory Technician,Male,18,1,Non-Travel,0,1,1904
1157,Sales,Sales Executive,Female,33,4,Travel_Rarely,5,2,8224
1158,Research & Development,Laboratory Technician,Male,41,4,Travel_Rarely,1,1,4766
1160,Research & Development,Laboratory Technician,Male,31,3,Travel_Frequently,2,1,2610
1161,Research & Development,Healthcare Representative,Female,37,2,Travel_Rarely,6,2,5731
1162,Research & Development,Research Scientist,Male,27,3,Travel_Rarely,4,1,2539
1163,Sales,Sales Executive,Female,34,1,Travel_Rarely,6,2,5714
1164,Human Resources,Human Resources,Male,35,4,Travel_Rarely,5,1,4323
1165,Sales,Sales Executive,Female,29,1,Travel_Rarely,11,3,7336
1166,Research & Development,Research Director,Female,40,4,Travel_Frequently,18,3,13499
1167,Sales,Sales Executive,Male,42,3,Travel_Frequently,21,4,13758
1171,Sales,Sales Executive,Male,42,4,Travel_Rarely,6,2,5155
1172,Research & Development,Laboratory Technician,Male,35,4,Travel_Rarely,8,1,2258
1173,Research & Development,Laboratory Technician,Male,24,3,Travel_Rarely,4,1,3597
1175,Research & Development,Laboratory Technician,Female,28,1,Travel_Rarely,1,1,2515
1177,Research & Development,Laboratory Technician,Male,26,4,Travel_Rarely,8,1,4420
1179,Sales,Sales Executive,Male,30,3,Travel_Rarely,10,2,6578
1180,Research & Development,Research Scientist,Female,40,2,Travel_Frequently,1,2,4422
1182,Research & Development,Manufacturing Director,Male,35,3,Travel_Rarely,7,3,10274
1184,Research & Development,Healthcare Representative,Male,34,3,Travel_Frequently,13,2,5343
1185,Research & Development,Laboratory Technician,Male,35,4,Travel_Frequently,2,1,2376
1188,Sales,Sales Executive,Female,43,3,Travel_Rarely,4,2,5346
1190,Sales,Sales Representative,Female,32,1,Non-Travel,1,1,2827
1191,Research & Development,Manager,Female,56,4,Travel_Rarely,5,5,19943
1192,Research & Development,Laboratory Technician,Female,29,1,Travel_Rarely,10,1,3131
1193,Research & Development,Research Scientist,Male,19,2,Travel_Rarely,1,1,2552
1195,Research & Development,Research Scientist,Female,45,3,Travel_Rarely,3,1,4477
1196,Research & Development,Manufacturing Director,Female,37,3,Travel_Rarely,14,2,6474
1198,Research & Development,Laboratory Technician,Male,20,3,Travel_Rarely,2,1,3033
1200,Research & Development,Research Scientist,Male,44,4,Travel_Rarely,6,1,2936
1201,Research & Development,Manager,Female,53,2,Travel_Rarely,7,5,18606
1202,Research & Development,Research Scientist,Female,29,1,Travel_Rarely,5,1,2168
1203,Research & Development,Research Scientist,Male,22,4,Travel_Frequently,0,1,2853
1204,Sales,Manager,Female,46,3,Travel_Rarely,26,4,17048
1206,Research & Development,Research Scientist,Male,44,3,Non-Travel,0,1,2290
1207,Human Resources,Human Resources,Male,33,3,Travel_Rarely,5,1,3600
1210,Research & Development,Research Scientist,Male,41,2,Non-Travel,1,1,2107
1211,Sales,Sales Executive,Male,30,4,Travel_Rarely,4,2,4115
1212,Sales,Sales Executive,Male,40,4,Travel_Frequently,0,2,4327
1215,Research & Development,Manager,Female,50,3,Travel_Frequently,2,4,17856
1216,Research & Development,Laboratory Technician,Male,28,4,Travel_Rarely,6,1,3196
1217,Research & Development,Research Director,Male,46,2,Travel_Rarely,4,5,19081
1218,Sales,Sales Executive,Male,35,4,Travel_Rarely,7,2,8966
1219,Research & Development,Laboratory Technician,Female,24,2,Travel_Rarely,1,1,2210
1220,Sales,Sales Executive,Female,33,3,Travel_Frequently,10,2,4539
1221,Research & Development,Laboratory Technician,Male,36,4,Travel_Rarely,7,1,2741
1224,Research & Development,Laboratory Technician,Male,30,4,Travel_Rarely,10,2,3491
1225,Research & Development,Research Scientist,Male,44,4,Travel_Rarely,20,2,4541
1226,Sales,Sales Representative,Male,20,3,Travel_Rarely,2,1,2678
1228,Research & Development,Manufacturing Director,Male,46,4,Travel_Rarely,6,2,7379
1231,Human Resources,Human Resources,Male,42,5,Non-Travel,4,2,6272
1233,Sales,Sales Executive,Male,60,4,Travel_Rarely,11,2,5220
1234,Research & Development,Laboratory Technician,Female,32,3,Travel_Frequently,2,1,2743
1235,Research & Development,Research Scientist,Female,32,2,Travel_Frequently,8,2,4998
1237,Research & Development,Manufacturing Director,Female,36,3,Travel_Rarely,7,3,10252
1238,Research & Development,Research Scientist,Male,33,3,Travel_Rarely,14,1,2781
1239,Sales,Sales Executive,Female,40,3,Travel_Rarely,5,2,6852
1240,Sales,Sales Executive,Male,25,4,Travel_Rarely,4,2,4950
1241,Research & Development,Research Scientist,Male,30,3,Travel_Rarely,11,1,3579
1242,Research & Development,Research Director,Female,42,5,Travel_Frequently,1,3,13191
1243,Sales,Sales Executive,Female,35,2,Non-Travel,13,3,10377
1244,Research & Development,Research Scientist,Male,27,3,Travel_Rarely,9,1,2235
1245,Research & Development,Manufacturing Director,Female,54,4,Travel_Frequently,5,3,10502
1246,Research & Development,Research Scientist,Female,44,1,Travel_Rarely,10,1,2011
1248,Research & Development,Research Scientist,Female,19,3,Non-Travel,1,1,1859
1249,Research & Development,Research Scientist,Female,29,3,Travel_Rarely,3,1,3760
1250,Research & Development,Research Director,Male,54,3,Travel_Rarely,10,4,17779
1251,Research & Development,Healthcare Representative,Male,31,2,Travel_Rarely,6,2,6833
1252,Research & Development,Healthcare Representative,Female,31,3,Travel_Rarely,10,2,6812
1254,Sales,Sales Executive,Female,59,3,Travel_Rarely,6,2,5171
1255,Research & Development,Research Director,Male,43,3,Travel_Rarely,8,5,19740
1256,Research & Development,Manager,Male,49,2,Travel_Rarely,1,5,18711
1257,Research & Development,Research Scientist,Male,36,3,Travel_Frequently,11,1,3692
1258,Research & Development,Laboratory Technician,Male,48,2,Travel_Rarely,1,1,2559
1259,Research & Development,Research Scientist,Male,27,2,Travel_Rarely,5,1,2517
1260,Research & Development,Healthcare Representative,Male,29,3,Travel_Rarely,6,2,6623
1263,Research & Development,Research Director,Male,48,3,Travel_Rarely,1,5,18265
1264,Research & Development,Research Director,Female,29,3,Travel_Rarely,7,4,16124
1265,Research & Development,Research Scientist,Female,34,3,Travel_Rarely,1,1,2585
1267,Sales,Manager,Male,44,3,Travel_Rarely,22,5,18213
1268,Sales,Sales Executive,Male,33,5,Travel_Rarely,9,3,8380
1269,Research & Development,Research Scientist,Female,19,3,Travel_Rarely,1,1,2994
1270,Research & Development,Research Scientist,Male,23,2,Travel_Rarely,1,1,1223
1273,Sales,Sales Representative,Male,25,1,Travel_Frequently,1,1,1118
1275,Research & Development,Research Scientist,Male,26,2,Travel_Rarely,8,1,2875
1277,Sales,Manager,Female,45,3,Travel_Rarely,24,5,18824
1278,Research & Development,Healthcare Representative,Male,55,1,Non-Travel,33,4,13577
1279,Research & Development,Laboratory Technician,Female,21,2,Travel_Frequently,2,1,2625
1280,Sales,Manager,Female,46,2,Travel_Rarely,11,5,18789
1281,Sales,Sales Executive,Female,34,3,Travel_Rarely,3,2,4538
1282,Sales,Manager,Male,51,3,Travel_Frequently,29,5,19847
1283,Research & Development,Manufacturing Director,Male,59,4,Travel_Rarely,9,3,10512
1285,Research & Development,Laboratory Technician,Female,34,3,Travel_Frequently,11,2,4444
1286,Research & Development,Laboratory Technician,Male,28,4,Travel_Frequently,4,1,2154
1288,Research & Development,Manager,Male,44,2,Travel_Rarely,25,5,19190
1289,Human Resources,Human Resources,Male,34,3,Travel_Frequently,10,2,4490
1291,Research & Development,Research Scientist,Male,35,1,Travel_Rarely,3,1,3506
1292,Research & Development,Research Scientist,Female,42,4,Travel_Rarely,1,2,2372
1293,Sales,Sales Executive,Female,43,4,Travel_Rarely,21,3,10231
1294,Research & Development,Manufacturing Director,Female,36,4,Travel_Rarely,16,2,5410
1295,Research & Development,Healthcare Representative,Female,44,3,Travel_Rarely,10,3,7978
1296,Research & Development,Laboratory Technician,Male,28,3,Travel_Frequently,2,1,3867
1297,Research & Development,Laboratory Technician,Female,51,2,Travel_Frequently,7,1,2838
1298,Research & Development,Manufacturing Director,Female,30,2,Non-Travel,8,2,4695
1299,Research & Development,Laboratory Technician,Female,29,3,Travel_Rarely,7,1,3339
1301,Research & Development,Research Scientist,Male,28,3,Travel_Rarely,3,1,2080
1303,Research & Development,Research Scientist,Female,25,3,Travel_Rarely,2,1,2096
1304,Sales,Sales Executive,Male,32,3,Travel_Rarely,10,2,6209
1306,Research & Development,Manager,Female,45,3,Travel_Frequently,0,5,18061
1307,Research & Development,Manager,Female,39,4,Travel_Rarely,19,4,17123
1308,Research & Development,Research Scientist,Male,58,4,Travel_Rarely,2,1,2372
1309,Research & Development,Laboratory Technician,Male,32,2,Travel_Rarely,10,2,4883
1310,Research & Development,Research Scientist,Male,39,3,Travel_Rarely,5,1,3904
1311,Research & Development,Laboratory Technician,Female,30,3,Travel_Rarely,9,2,4627
1312,Research & Development,Healthcare Representative,Female,36,4,Travel_Rarely,7,3,7094
1314,Human Resources,Human Resources,Female,46,2,Travel_Rarely,7,1,3423
1315,Research & Development,Laboratory Technician,Female,28,3,Non-Travel,9,2,6674
1317,Research & Development,Research Director,Female,50,3,Travel_Rarely,3,4,16880
1318,Sales,Sales Executive,Male,40,4,Travel_Rarely,5,3,9094
1319,Sales,Sales Executive,Male,52,3,Travel_Rarely,8,3,8446
1321,Research & Development,Manager,Female,30,4,Travel_Rarely,9,3,11916
1322,Research & Development,Manufacturing Director,Male,39,2,Travel_Rarely,8,2,4534
1324,Sales,Sales Executive,Female,31,4,Non-Travel,10,3,9852
1329,Sales,Sales Executive,Male,41,2,Non-Travel,19,2,6151
1331,Sales,Sales Representative,Female,31,3,Travel_Frequently,3,1,2302
1333,Research & Development,Laboratory Technician,Male,44,3,Travel_Rarely,3,1,2362
1334,Research & Development,Manager,Male,42,1,Non-Travel,20,4,17861
1336,Research & Development,Manager,Female,55,2,Travel_Rarely,19,5,19187
1338,Human Resources,Manager,Male,56,4,Travel_Rarely,7,5,19717
1340,Research & Development,Research Scientist,Male,40,2,Non-Travel,4,1,3544
1344,Research & Development,Healthcare Representative,Male,34,3,Travel_Rarely,9,3,8500
1346,Research & Development,Research Scientist,Male,40,3,Travel_Rarely,9,2,4661
1349,Sales,Sales Executive,Female,41,3,Travel_Frequently,9,2,4103
1350,Research & Development,Research Scientist,Male,35,4,Travel_Frequently,9,2,4249
1352,Human Resources,Manager,Male,51,3,Travel_Rarely,33,4,14026
1355,Sales,Sales Executive,Female,38,2,Travel_Rarely,7,2,6893
1356,Sales,Sales Executive,Female,34,2,Travel_Rarely,10,2,6125
1358,Research & Development,Laboratory Technician,Male,25,1,Travel_Rarely,3,1,3669
1360,Research & Development,Manufacturing Director,Female,58,4,Travel_Rarely,10,3,10008
1361,Research & Development,Laboratory Technician,Male,40,4,Travel_Rarely,4,1,2387
1362,Sales,Sales Executive,Female,36,3,Travel_Frequently,15,2,4639
1363,Research & Development,Manufacturing Director,Male,48,3,Travel_Rarely,10,3,7898
1364,Sales,Sales Representative,Female,27,3,Travel_Rarely,1,1,2534
1367,Research & Development,Manufacturing Director,Female,51,2,Travel_Rarely,5,4,13142
1368,Research & Development,Laboratory Technician,Female,18,3,Non-Travel,0,1,1611
1369,Research & Development,Laboratory Technician,Female,35,3,Travel_Rarely,9,2,5363
1371,Sales,Sales Executive,Male,27,1,Travel_Frequently,6,2,5071
1372,Sales,Sales Executive,Male,55,4,Travel_Rarely,19,4,13695
1373,Research & Development,Manufacturing Director,Male,56,3,Travel_Rarely,19,4,13402
1374,Research & Development,Research Scientist,Female,34,1,Non-Travel,5,1,2029
1375,Research & Development,Healthcare Representative,Female,40,1,Travel_Rarely,12,2,6377
1377,Research & Development,Laboratory Technician,Male,34,3,Travel_Rarely,8,2,5429
1379,Sales,Sales Representative,Female,31,3,Travel_Frequently,1,1,2785
1380,Sales,Sales Executive,Female,35,4,Travel_Frequently,4,2,4614
1382,Research & Development,Research Scientist,Male,38,3,Travel_Frequently,4,1,2610
1383,Research & Development,Healthcare Representative,Female,34,4,Travel_Rarely,14,2,6687
1387,Sales,Sales Executive,Male,28,3,Travel_Rarely,5,2,4724
1389,Research & Development,Manufacturing Director,Male,31,4,Travel_Rarely,10,2,6179
1390,Sales,Sales Executive,Male,39,4,Travel_Rarely,5,2,6120
1391,Sales,Sales Executive,Male,51,3,Travel_Frequently,4,3,10596
1392,Research & Development,Research Scientist,Female,41,3,Travel_Frequently,6,2,5467
1394,Research & Development,Research Scientist,Male,37,1,Travel_Rarely,6,1,2996
1395,Sales,Sales Executive,Male,33,1,Travel_Frequently,5,2,9998
1396,Sales,Sales Executive,Male,32,1,Travel_Rarely,3,2,4078
1397,Research & Development,Healthcare Representative,Male,39,2,Non-Travel,6,3,10920
1399,Sales,Sales Executive,Male,25,1,Travel_Rarely,3,2,6232
1401,Research & Development,Manufacturing Director,Female,52,2,Travel_Frequently,5,4,13247
1402,Research & Development,Research Scientist,Female,43,3,Travel_Rarely,20,2,4081
1403,Sales,Sales Executive,Female,27,3,Travel_Rarely,6,2,5769
1405,Research & Development,Research Scientist,Female,27,4,Travel_Rarely,8,1,2394
1407,Research & Development,Research Scientist,Male,26,1,Travel_Rarely,4,1,3904
1408,Human Resources,Manager,Female,42,3,Travel_Rarely,20,4,16799
1409,Research & Development,Laboratory Technician,Female,52,4,Travel_Rarely,5,1,2950
1411,Research & Development,Laboratory Technician,Female,37,3,Travel_Rarely,3,1,3629
1412,Research & Development,Manufacturing Director,Male,35,2,Travel_Frequently,2,3,9362
1415,Research & Development,Laboratory Technician,Male,25,3,Travel_Rarely,3,1,3229
1417,Research & Development,Laboratory Technician,Male,26,3,Travel_Rarely,7,1,3578
1419,Human Resources,Human Resources,Male,29,3,Travel_Rarely,10,3,7988
1420,Research & Development,Laboratory Technician,Male,49,2,Travel_Frequently,4,2,4284
1421,Research & Development,Healthcare Representative,Female,29,1,Travel_Frequently,8,3,7553
1422,Research & Development,Research Director,Female,54,3,Travel_Rarely,20,4,17328
1423,Research & Development,Research Director,Female,58,3,Travel_Rarely,9,5,19701
1424,Research & Development,Research Director,Male,55,4,Travel_Rarely,7,4,14732
1425,Sales,Sales Executive,Female,36,4,Travel_Rarely,5,2,9278
1427,Sales,Sales Representative,Female,31,4,Travel_Frequently,1,1,1359
1428,Sales,Sales Executive,Female,30,4,Travel_Rarely,3,2,4779
1430,Research & Development,Research Director,Female,31,5,Travel_Rarely,3,4,16422
1431,Research & Development,Research Scientist,Male,34,4,Travel_Frequently,4,1,2996
1433,Research & Development,Research Scientist,Female,31,3,Travel_Rarely,1,1,1261
1434,Research & Development,Laboratory Technician,Male,27,1,Travel_Rarely,5,1,2099
1435,Research & Development,Laboratory Technician,Male,36,4,Travel_Rarely,10,2,5810
1436,Sales,Sales Executive,Female,36,4,Travel_Rarely,3,2,5647
1438,Research & Development,Research Scientist,Male,47,3,Travel_Rarely,6,1,3420
1439,Sales,Sales Representative,Male,25,2,Travel_Rarely,3,1,4400
1440,Research & Development,Laboratory Technician,Male,37,2,Non-Travel,6,1,3500
1441,Research & Development,Research Scientist,Female,56,2,Travel_Rarely,3,1,2066
1443,Research & Development,Research Director,Female,47,4,Travel_Rarely,20,4,17169
1445,Sales,Sales Executive,Female,24,1,Travel_Rarely,5,2,4162
1446,Sales,Sales Executive,Male,32,5,Travel_Rarely,4,2,9204
1447,Research & Development,Laboratory Technician,Female,34,3,Travel_Rarely,5,1,3294
1448,Research & Development,Research Scientist,Male,41,5,Travel_Rarely,4,1,2127
1449,Research & Development,Laboratory Technician,Male,40,4,Non-Travel,8,2,3975
1453,Sales,Sales Executive,Male,31,2,Travel_Rarely,13,3,10793
1457,Sales,Sales Executive,Male,46,3,Travel_Rarely,7,3,10096
1458,Research & Development,Laboratory Technician,Female,39,3,Non-Travel,1,1,3646
1459,Research & Development,Manufacturing Director,Female,31,5,Travel_Frequently,10,3,7446
1460,Research & Development,Healthcare Representative,Male,45,3,Travel_Rarely,7,3,10851
1461,Human Resources,Human Resources,Female,31,2,Travel_Rarely,3,1,2109
1464,Research & Development,Laboratory Technician,Male,31,3,Travel_Frequently,2,1,3722
1465,Research & Development,Manufacturing Director,Male,45,3,Travel_Rarely,3,3,9380
1466,Sales,Sales Executive,Male,48,3,Travel_Rarely,2,2,5486
1467,Human Resources,Human Resources,Female,34,4,Travel_Rarely,2,1,2742
1468,Research & Development,Research Director,Male,40,1,Non-Travel,9,3,13757
1469,Sales,Sales Executive,Male,28,3,Travel_Rarely,5,2,8463
1471,Research & Development,Laboratory Technician,Male,44,3,Non-Travel,5,1,3162
1472,Research & Development,Research Director,Male,53,3,Travel_Rarely,9,4,16598
1473,Research & Development,Healthcare Representative,Male,49,4,Travel_Rarely,3,2,6651
1474,Research & Development,Research Scientist,Male,40,3,Travel_Rarely,3,1,2345
1475,Research & Development,Research Scientist,Male,44,3,Travel_Rarely,5,1,3420
1477,Sales,Sales Executive,Male,33,3,Travel_Frequently,4,2,4373
1478,Sales,Sales Executive,Male,34,3,Travel_Rarely,13,2,4759
1479,Sales,Sales Executive,Male,30,1,Travel_Rarely,2,2,5301
1480,Research & Development,Laboratory Technician,Female,42,2,Travel_Frequently,12,1,3673
1481,Sales,Sales Executive,Female,44,5,Travel_Frequently,1,2,4768
1482,Research & Development,Research Scientist,Male,30,3,Non-Travel,1,1,1274
1483,Research & Development,Research Scientist,Male,57,2,Travel_Rarely,12,2,4900
1484,Research & Development,Healthcare Representative,Male,49,4,Travel_Rarely,8,3,10466
1485,Research & Development,Research Director,Male,34,3,Travel_Frequently,14,4,17007
1486,Sales,Sales Representative,Male,28,3,Travel_Frequently,3,1,2909
1487,Sales,Sales Executive,Female,29,3,Travel_Frequently,5,2,5765
1489,Sales,Sales Executive,Female,34,4,Travel_Rarely,15,2,4599
1492,Sales,Sales Representative,Male,35,1,Travel_Rarely,1,1,2404
1494,Research & Development,Laboratory Technician,Male,24,3,Travel_Frequently,0,1,3172
1495,Sales,Sales Representative,Female,24,2,Non-Travel,1,1,2033
1496,Research & Development,Manufacturing Director,Male,44,1,Travel_Frequently,2,3,10209
1497,Sales,Sales Executive,Male,29,3,Travel_Rarely,10,2,8620
1499,Human Resources,Human Resources,Male,30,3,Travel_Rarely,5,1,2064
1501,Research & Development,Healthcare Representative,Male,55,4,Travel_Rarely,3,2,4035
1502,Research & Development,Laboratory Technician,Female,33,4,Travel_Rarely,5,1,3838
1503,Sales,Sales Executive,Female,47,3,Travel_Rarely,5,2,4591
1504,Research & Development,Laboratory Technician,Male,28,2,Travel_Frequently,0,1,2561
1506,Research & Development,Research Scientist,Male,28,3,Travel_Rarely,1,1,1563
1507,Sales,Sales Executive,Male,28,3,Travel_Frequently,4,2,4898
1509,Research & Development,Laboratory Technician,Female,49,2,Travel_Rarely,3,2,4789
1513,Research & Development,Laboratory Technician,Female,29,1,Travel_Frequently,3,1,3180
1514,Research & Development,Manufacturing Director,Male,28,1,Travel_Rarely,8,2,6549
1515,Research & Development,Healthcare Representative,Male,33,5,Travel_Rarely,0,2,6388
1516,Research & Development,Manager,Male,32,3,Travel_Rarely,5,3,11244
1520,Research & Development,Manager,Female,54,4,Travel_Frequently,14,4,16032
1522,Research & Development,Research Scientist,Male,29,4,Travel_Rarely,9,1,2362
1523,Research & Development,Research Director,Male,44,3,Travel_Rarely,20,4,16328
1525,Research & Development,Manufacturing Director,Female,39,3,Travel_Rarely,2,3,8376
1527,Sales,Manager,Female,46,3,Travel_Rarely,13,4,16606
1529,Research & Development,Healthcare Representative,Female,35,3,Travel_Rarely,11,3,8606
1533,Research & Development,Laboratory Technician,Male,23,1,Travel_Rarely,4,2,2272
1534,Research & Development,Laboratory Technician,Male,40,4,Travel_Rarely,5,1,2018
1535,Sales,Sales Executive,Male,34,3,Travel_Rarely,10,3,7083
1537,Research & Development,Research Scientist,Female,31,3,Travel_Frequently,7,1,4084
1539,Research & Development,Research Director,Male,50,5,Travel_Frequently,32,4,14411
1541,Sales,Sales Representative,Male,34,2,Travel_Rarely,11,1,2308
1542,Research & Development,Laboratory Technician,Male,42,3,Travel_Rarely,1,1,4841
1543,Research & Development,Research Scientist,Male,37,3,Travel_Rarely,10,2,4285
1544,Research & Development,Healthcare Representative,Female,29,1,Travel_Rarely,7,2,9715
1545,Research & Development,Manufacturing Director,Male,33,3,Travel_Rarely,5,2,4320
1546,Research & Development,Research Scientist,Male,45,3,Travel_Rarely,5,1,2132
1547,Research & Development,Healthcare Representative,Male,42,3,Travel_Frequently,20,3,10124
1548,Sales,Sales Executive,Male,40,2,Travel_Rarely,8,2,5473
1549,Research & Development,Laboratory Technician,Male,33,4,Travel_Rarely,15,2,5207
1550,Human Resources,Manager,Male,40,2,Travel_Rarely,21,4,16437
1551,Research & Development,Laboratory Technician,Male,24,2,Travel_Rarely,1,1,2296
1552,Research & Development,Healthcare Representative,Male,40,2,Non-Travel,2,2,4069
1553,Research & Development,Healthcare Representative,Male,45,4,Travel_Rarely,10,3,7441
