employee_id,risk_score,risk_level,Department,JobRole
1754,89.9,Medium,Sales,Sales Executive
1755,25.9,Low,Research & Development,Research Scientist
1756,23.6,Low,Sales,Sales Executive
1757,21.9,Low,Sales,Sales Executive
1758,96.7,High,Sales,Sales Executive
1760,42.0,Low,Research & Development,Laboratory Technician
1761,94.8,High,Sales,Sales Executive
1762,92.1,High,Research & Development,Research Scientist
1763,65.2,Medium,Research & Development,Healthcare Representative
1764,71.9,Medium,Research & Development,Research Scientist
1766,92.9,High,Research & Development,Healthcare Representative
1767,68.3,Medium,Research & Development,Research Scientist
1768,3.3,Low,Research & Development,Laboratory Technician
1770,98.9,High,Research & Development,Research Director
1771,82.2,Medium,Research & Development,Research Scientist
1772,10.7,Low,Research & Development,Laboratory Technician
1774,79.1,Medium,Sales,Sales Executive
1775,96.7,High,Research & Development,Manufacturing Director
1778,23.5,Low,Human Resources,Human Resources
1779,69.0,Medium,Sales,Sales Executive
1780,14.0,Low,Sales,Sales Representative
1782,28.7,Low,Research & Development,Laboratory Technician
1783,69.3,Medium,Research & Development,Laboratory Technician
1784,49.3,Low,Sales,Sales Executive
1786,93.3,High,Research & Development,Manager
1787,20.2,Low,Sales,Sales Executive
1789,76.0,Medium,Research & Development,Research Director
1790,40.7,Low,Research & Development,Healthcare Representative
1792,9.9,Low,Research & Development,Research Scientist
1794,17.3,Low,Human Resources,Human Resources
1797,22.0,Low,Sales,Sales Executive
1798,44.1,Low,Research & Development,Research Scientist
1799,61.2,Medium,Research & Development,Research Scientist
1800,9.6,Low,Research & Development,Research Director
1801,77.3,Medium,Sales,Sales Executive
1802,92.9,High,Research & Development,Laboratory Technician
1803,99.4,High,Research & Development,Healthcare Representative
1804,20.9,Low,Research & Development,Manufacturing Director
1805,17.9,Low,Human Resources,Human Resources
1807,47.2,Low,Research & Development,Laboratory Technician
1809,22.4,Low,Research & Development,Manufacturing Director
1812,10.3,Low,Sales,Sales Executive
1813,13.4,Low,Research & Development,Research Scientist
1814,14.7,Low,Research & Development,Healthcare Representative
1815,71.4,Medium,Sales,Sales Executive
1816,5.7,Low,Research & Development,Manufacturing Director
1818,5.9,Low,Human Resources,Human Resources
1821,8.1,Low,Research & Development,Healthcare Representative
1822,83.3,Medium,Research & Development,Healthcare Representative
1823,70.3,Medium,Sales,Sales Executive
1824,90.0,Medium,Sales,Manager
1826,95.0,High,Research & Development,Laboratory Technician
1827,65.8,Medium,Research & Development,Manufacturing Director
1829,91.2,High,Research & Development,Healthcare Representative
1830,4.0,Low,Research & Development,Research Scientist
1833,12.0,Low,Sales,Sales Executive
1834,15.5,Low,Research & Development,Research Scientist
1835,2.8,Low,Sales,Sales Representative
1836,17.6,Low,Sales,Sales Executive
1837,8.5,Low,Research & Development,Research Director
1839,36.7,Low,Research & Development,Research Scientist
1842,98.7,High,Human Resources,Human Resources
1844,10.5,Low,Human Resources,Human Resources
1845,77.2,Medium,Sales,Sales Executive
1847,98.6,High,Research & Development,Research Scientist
1849,91.9,High,Sales,Sales Executive
1850,12.0,Low,Research & Development,Laboratory Technician
1852,17.6,Low,Research & Development,Laboratory Technician
1853,87.2,Medium,Sales,Sales Executive
1854,8.2,Low,Research & Development,Research Scientist
1856,10.4,Low,Research & Development,Laboratory Technician
1857,78.7,Medium,Research & Development,Manufacturing Director
1858,88.6,Medium,Human Resources,Human Resources
1859,23.6,Low,Research & Development,Healthcare Representative
1860,96.7,High,Research & Development,Laboratory Technician
1862,12.6,Low,Sales,Sales Executive
1863,13.6,Low,Sales,Sales Executive
1864,10.8,Low,Sales,Sales Representative
1865,95.6,High,Human Resources,Human Resources
1866,4.0,Low,Research & Development,Manager
1867,69.4,Medium,Research & Development,Research Director
1868,16.3,Low,Research & Development,Research Scientist
1869,9.7,Low,Sales,Sales Executive
1870,23.5,Low,Research & Development,Research Scientist
1871,96.6,High,Research & Development,Research Scientist
1873,96.1,High,Research & Development,Research Scientist
1875,95.9,High,Sales,Sales Representative
1876,83.7,Medium,Sales,Sales Representative
1878,99.1,High,Research & Development,Research Scientist
1880,71.9,Medium,Sales,Sales Executive
1881,69.0,Medium,Research & Development,Laboratory Technician
1882,62.1,Medium,Sales,Sales Executive
1883,91.8,High,Research & Development,Laboratory Technician
1885,65.7,Medium,Research & Development,Research Scientist
1886,23.7,Low,Research & Development,Manufacturing Director
1888,32.7,Low,Research & Development,Manufacturing Director
1890,90.0,Medium,Human Resources,Human Resources
1892,88.5,Medium,Research & Development,Manager
1893,34.0,Low,Research & Development,Research Scientist
1898,93.4,High,Sales,Sales Executive
1900,68.6,Medium,Research & Development,Manager
1903,94.9,High,Research & Development,Healthcare Representative
1905,7.7,Low,Research & Development,Research Scientist
1907,5.1,Low,Research & Development,Laboratory Technician
1908,78.2,Medium,Sales,Sales Executive
1909,7.8,Low,Sales,Sales Executive
1911,97.0,High,Research & Development,Research Director
1912,38.0,Low,Sales,Sales Executive
1915,19.7,Low,Sales,Sales Executive
1916,18.3,Low,Research & Development,Laboratory Technician
1918,15.6,Low,Research & Development,Laboratory Technician
1922,95.2,High,Research & Development,Healthcare Representative
1924,46.5,Low,Sales,Sales Executive
1927,74.8,Medium,Sales,Sales Executive
1928,20.9,Low,Sales,Sales Representative
1929,86.9,Medium,Sales,Sales Executive
1931,24.8,Low,Research & Development,Research Scientist
1932,14.5,Low,Research & Development,Research Scientist
1933,8.2,Low,Sales,Sales Executive
1934,70.4,Medium,Research & Development,Research Scientist
1935,99.9,High,Sales,Sales Executive
1936,77.2,Medium,Research & Development,Manufacturing Director
1937,94.3,High,Research & Development,Research Scientist
1938,9.8,Low,Sales,Manager
1939,11.8,Low,Research & Development,Research Scientist
1940,8.3,Low,Research & Development,Research Scientist
1941,8.5,Low,Research & Development,Research Director
1943,99.8,High,Sales,Sales Executive
1944,94.9,High,Human Resources,Human Resources
1945,53.6,Low,Sales,Sales Executive
1947,23.5,Low,Research & Development,Research Scientist
1948,25.7,Low,Research & Development,Research Scientist
1949,11.3,Low,Research & Development,Laboratory Technician
1950,62.8,Medium,Sales,Sales Executive
1951,2.2,Low,Sales,Sales Executive
1952,35.7,Low,Research & Development,Laboratory Technician
1954,92.8,High,Research & Development,Healthcare Representative
1955,70.8,Medium,Research & Development,Healthcare Representative
1956,69.8,Medium,Research & Development,Research Scientist
1960,5.4,Low,Research & Development,Laboratory Technician
1961,94.3,High,Sales,Sales Representative
1962,9.5,Low,Sales,Sales Executive
1965,43.4,Low,Sales,Sales Executive
1966,88.4,Medium,Research & Development,Manufacturing Director
1967,44.9,Low,Sales,Sales Executive
1968,83.6,Medium,Sales,Sales Executive
1969,6.7,Low,Research & Development,Research Scientist
1970,13.3,Low,Research & Development,Healthcare Representative
1971,24.9,Low,Research & Development,Healthcare Representative
1972,16.8,Low,Human Resources,Human Resources
1973,98.8,High,Human Resources,Manager
1974,97.0,High,Research & Development,Laboratory Technician
1975,18.7,Low,Sales,Sales Executive
1976,83.8,Medium,Research & Development,Research Scientist
1979,80.9,Medium,Research & Development,Research Director
1980,5.3,Low,Research & Development,Manufacturing Director
1981,93.6,High,Research & Development,Healthcare Representative
1982,95.4,High,Research & Development,Laboratory Technician
1985,22.4,Low,Research & Development,Laboratory Technician
1986,18.4,Low,Sales,Sales Executive
1987,87.4,Medium,Human Resources,Human Resources
1989,16.1,Low,Research & Development,Laboratory Technician
1992,5.3,Low,Research & Development,Laboratory Technician
1993,16.4,Low,Research & Development,Healthcare Representative
1994,97.5,High,Research & Development,Laboratory Technician
1995,87.7,Medium,Sales,Sales Executive
1996,15.4,Low,Sales,Sales Representative
1997,53.2,Low,Research & Development,Manufacturing Director
1998,89.1,Medium,Research & Development,Research Scientist
1999,8.5,Low,Research & Development,Research Scientist
2000,93.7,High,Research & Development,Research Director
2003,91.6,High,Research & Development,Laboratory Technician
2007,7.8,Low,Research & Development,Research Scientist
2008,12.4,Low,Research & Development,Research Scientist
2009,77.9,Medium,Research & Development,Healthcare Representative
2010,22.5,Low,Research & Development,Laboratory Technician
2012,28.1,Low,Research & Development,Laboratory Technician
2013,24.8,Low,Sales,Sales Representative
2014,4.8,Low,Research & Development,Research Scientist
2015,3.9,Low,Research & Development,Research Director
2016,72.7,Medium,Sales,Sales Executive
2017,8.0,Low,Research & Development,Research Director
2018,12.1,Low,Sales,Sales Executive
2019,9.6,Low,Sales,Sales Representative
2020,83.9,Medium,Research & Development,Research Scientist
2021,5.6,Low,Sales,Sales Representative
2022,94.3,High,Research & Development,Manager
2023,96.0,High,Sales,Sales Representative
2024,28.3,Low,Sales,Sales Executive
2025,88.3,Medium,Research & Development,Manufacturing Director
2026,36.1,Low,Research & Development,Healthcare Representative
2027,9.0,Low,Research & Development,Research Scientist
2031,4.9,Low,Research & Development,Manager
2032,6.0,Low,Research & Development,Laboratory Technician
2034,13.7,Low,Research & Development,Manufacturing Director
2035,45.9,Low,Sales,Sales Executive
2036,74.1,Medium,Sales,Sales Executive
2037,2.6,Low,Sales,Sales Executive
2038,28.9,Low,Research & Development,Research Scientist
2040,6.4,Low,Human Resources,Human Resources
2041,12.7,Low,Sales,Sales Executive
2044,12.8,Low,Sales,Sales Executive
2045,30.1,Low,Sales,Sales Executive
2046,6.8,Low,Sales,Sales Executive
2048,93.4,High,Research & Development,Research Scientist
2049,70.8,Medium,Research & Development,Healthcare Representative
2051,14.6,Low,Research & Development,Research Scientist
2052,12.8,Low,Research & Development,Research Scientist
2053,29.7,Low,Research & Development,Laboratory Technician
2054,68.1,Medium,Research & Development,Research Scientist
2055,21.9,Low,Sales,Sales Executive
2056,80.1,Medium,Sales,Sales Executive
2057,72.5,Medium,Research & Development,Manufacturing Director
2060,7.4,Low,Sales,Sales Representative
2061,88.6,Medium,Research & Development,Laboratory Technician
2062,37.9,Low,Research & Development,Healthcare Representative
2064,79.0,Medium,Research & Development,Manufacturing Director
2065,22.1,Low,Sales,Sales Executive
2068,85.3,Medium,Research & Development,Laboratory Technician
