employee_id,Department,JobRole,Gender,Age,Education,BusinessTravel,YearsAtCompany,JobLevel,MonthlyIncome,orientation_completed,training_completion_percent,onboarding_days,onboarding_status,manager_assigned,buddy_assigned,first_week_checkin,onboarding_completion_date,total_tickets,high_priority_tickets,avg_resolution_hours,early_tool_actions,early_unique_tools,early_login_count,early_active_minutes
1066,Sales,Sales Executive,Male,40,3,Travel_Rarely,7,2,8396,Yes,85.1,12,Completed,Yes,Yes,Yes,2019-07-04,1.0,0.0,2.3,6,5,69,1423
1068,Research & Development,Research Scientist,Female,26,1,Travel_Frequently,5,1,2007,Yes,84.0,13,Completed,Yes,Yes,Yes,2021-08-01,0.0,0.0,,6,6,54,1481
1069,Research & Development,Research Director,Male,46,4,Travel_Rarely,2,5,19627,Yes,98.7,16,Completed,Yes,Yes,Yes,2024-07-30,0.0,0.0,,5,4,60,1084
1070,Sales,Sales Executive,Female,54,4,Travel_Rarely,9,3,10686,Yes,82.7,14,Completed,Yes,Yes,Yes,2017-07-30,0.0,0.0,,7,6,73,1042
1071,Research & Development,Research Scientist,Female,56,3,Travel_Frequently,5,1,2942,Yes,91.7,8,Completed,Yes,Yes,Yes,2021-06-23,0.0,0.0,,2,1,19,364
1073,Research & Development,Manufacturing Director,Female,36,5,Travel_Rarely,14,3,8858,Yes,93.4,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,4,4,45,760
1074,Research & Development,Manager,Male,55,1,Non-Travel,9,4,16756,Yes,92.8,5,Completed,Yes,Yes,Yes,2017-07-24,1.0,1.0,23.0,1,1,6,345
1076,Sales,Sales Executive,Male,43,3,Travel_Rarely,1,3,10798,Yes,94.3,6,Completed,Yes,Yes,Yes,2026-01-13,0.0,0.0,,3,3,35,703
1077,Sales,Sales Representative,Female,20,3,Travel_Frequently,2,1,2323,Yes,95.4,5,Completed,Yes,Yes,Yes,2024-06-23,2.0,0.0,8.55,4,3,43,894
1079,Research & Development,Laboratory Technician,Female,21,3,Travel_Rarely,1,1,1416,Yes,31.7,31,Delayed,No,No,Yes,,1.0,0.0,0.8,1,1,3,25
1080,Research & Development,Research Scientist,Female,46,4,Travel_Rarely,16,2,4615,Yes,99.3,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,7,4,88,1621
1081,Research & Development,Research Scientist,Male,51,4,Travel_Rarely,10,1,2461,Yes,92.9,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,3,3,36,967
1082,Research & Development,Healthcare Representative,Male,28,2,Non-Travel,10,3,8722,Yes,93.0,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,5.3,6,6,57,1043
1083,Research & Development,Laboratory Technician,Male,26,2,Travel_Rarely,5,1,3955,Yes,94.8,18,Completed,Yes,Yes,Yes,2021-07-16,1.0,1.0,25.6,4,4,48,851
1084,Research & Development,Manufacturing Director,Male,30,3,Travel_Rarely,6,2,9957,Yes,80.7,7,Completed,Yes,Yes,Yes,2020-06-10,0.0,0.0,,5,3,44,894
1085,Research & Development,Research Scientist,Female,41,2,Travel_Rarely,10,1,3376,Yes,97.6,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,6,5,35,1110
1088,Research & Development,Healthcare Representative,Female,38,1,Travel_Rarely,19,3,8823,Yes,98.4,18,Completed,Yes,Yes,Yes,2016-08-20,1.0,0.0,2.7,5,5,59,757
1092,Research & Development,Healthcare Representative,Male,40,4,Travel_Rarely,11,3,10322,Yes,95.8,7,Completed,Yes,Yes,Yes,2016-08-09,1.0,1.0,58.9,6,3,77,1279
1094,Research & Development,Laboratory Technician,Male,27,5,Non-Travel,3,1,4621,Yes,95.0,18,Completed,Yes,Yes,Yes,2023-06-21,0.0,0.0,,3,3,21,762
1096,Research & Development,Manufacturing Director,Male,55,1,Travel_Frequently,3,3,10976,Yes,85.8,5,Completed,Yes,Yes,Yes,2023-06-08,0.0,0.0,,4,4,40,777
1097,Research & Development,Research Scientist,Female,28,3,Travel_Rarely,8,2,3660,Yes,86.0,14,Completed,Yes,Yes,Yes,2018-08-16,0.0,0.0,,3,3,41,376
1098,Human Resources,Human Resources,Male,44,2,Travel_Rarely,20,3,10482,Yes,98.6,10,Completed,Yes,Yes,Yes,2016-08-12,1.0,1.0,19.5,5,4,57,852
1099,Research & Development,Healthcare Representative,Male,33,3,Travel_Rarely,3,3,7119,Yes,89.1,15,Completed,Yes,Yes,Yes,2023-07-29,1.0,1.0,15.5,5,5,70,999
1100,Sales,Sales Executive,Male,35,3,Travel_Rarely,8,3,9582,Yes,90.5,7,Completed,Yes,Yes,Yes,2018-07-06,0.0,0.0,,3,3,40,562
1101,Research & Development,Research Scientist,Female,33,4,Travel_Frequently,13,2,4508,Yes,90.1,9,Completed,Yes,Yes,Yes,2016-08-11,1.0,0.0,1.0,5,5,70,1280
1102,Research & Development,Laboratory Technician,Male,28,2,Travel_Rarely,4,1,2207,Yes,96.2,10,Completed,Yes,Yes,Yes,2022-07-30,1.0,0.0,11.9,4,4,40,1017
1103,Research & Development,Healthcare Representative,Male,34,1,Travel_Frequently,6,2,7756,Yes,94.6,15,Completed,Yes,Yes,Yes,2020-08-06,1.0,0.0,0.6,4,4,46,1065
1105,Sales,Sales Executive,Female,37,4,Travel_Rarely,1,2,6694,Yes,80.3,10,Completed,Yes,Yes,Yes,2025-12-08,1.0,0.0,3.4,4,3,37,613
1106,Research & Development,Laboratory Technician,Male,25,1,Travel_Rarely,7,1,3691,Yes,85.9,15,Completed,Yes,Yes,Yes,2019-06-28,1.0,0.0,1.5,5,5,49,1060
1107,Research & Development,Laboratory Technician,Male,26,3,Travel_Rarely,1,1,2377,Yes,97.1,11,Completed,Yes,Yes,Yes,2025-12-25,4.0,1.0,9.925,3,2,9,119
1108,Research & Development,Research Scientist,Male,33,3,Travel_Rarely,2,1,2313,Yes,88.6,10,Completed,Yes,Yes,Yes,2024-06-19,0.0,0.0,,4,4,34,562
1109,Research & Development,Manager,Male,42,2,Travel_Rarely,22,4,17665,Yes,88.0,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,10.3,3,3,18,417
1111,Research & Development,Laboratory Technician,Male,28,3,Travel_Frequently,1,1,2596,Yes,15.2,37,Delayed,No,Yes,Yes,,3.0,1.0,4.266666666666667,2,2,7,100
1113,Sales,Sales Executive,Male,50,4,Travel_Frequently,0,2,4728,Yes,85.3,10,Completed,Yes,Yes,Yes,2026-06-01,4.0,1.0,17.525,2,2,6,32
1114,Sales,Sales Executive,Female,33,3,Travel_Frequently,3,2,4302,Yes,91.6,14,Completed,Yes,Yes,Yes,2023-07-27,1.0,1.0,32.0,4,3,48,714
1115,Research & Development,Research Scientist,Male,34,4,Non-Travel,0,1,2979,Yes,87.2,8,Completed,Yes,Yes,Yes,2026-07-27,3.0,1.0,6.533333333333334,4,4,7,277
1116,Research & Development,Manager,Male,48,4,Non-Travel,5,4,16885,Yes,93.4,12,Completed,Yes,Yes,Yes,2021-08-10,1.0,0.0,11.3,5,4,31,1083
1117,Sales,Sales Executive,Female,45,4,Non-Travel,15,2,5593,Yes,83.2,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,4,3,47,550
1118,Research & Development,Healthcare Representative,Male,52,4,Travel_Rarely,8,3,10445,Yes,98.5,16,Completed,Yes,Yes,Yes,2018-07-17,1.0,0.0,7.6,5,5,51,860
1119,Sales,Sales Executive,Male,38,4,Travel_Rarely,8,3,8740,Yes,86.2,6,Completed,Yes,Yes,Yes,2018-06-20,0.0,0.0,,6,6,65,1371
1120,Research & Development,Research Scientist,Female,29,4,Travel_Rarely,7,1,2514,Yes,98.3,9,Completed,Yes,Yes,Yes,2019-07-02,1.0,0.0,3.2,4,3,32,699
1121,Research & Development,Manufacturing Director,Female,28,3,Travel_Rarely,9,3,7655,Yes,92.3,8,Completed,Yes,Yes,Yes,2017-07-18,0.0,0.0,,3,3,44,511
1124,Sales,Manager,Male,46,1,Travel_Rarely,12,4,17465,Yes,89.6,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,2,2,30,290
1125,Sales,Sales Executive,Male,38,2,Travel_Rarely,1,3,7351,Yes,94.0,12,Completed,Yes,Yes,Yes,2025-09-11,2.0,0.0,5.5,4,2,49,844
1126,Research & Development,Manufacturing Director,Female,43,3,Travel_Frequently,8,3,10820,Yes,90.8,15,Completed,Yes,Yes,Yes,2018-06-30,1.0,1.0,27.2,2,2,31,552
1127,Research & Development,Healthcare Representative,Male,39,3,Travel_Frequently,18,4,12169,Yes,84.4,8,Completed,Yes,Yes,Yes,2016-08-10,0.0,0.0,,3,3,39,521
1128,Research & Development,Research Director,Male,40,3,Travel_Rarely,20,5,19626,Yes,95.1,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,2,2,26,264
1131,Research & Development,Research Scientist,Female,21,1,Travel_Rarely,2,1,2070,Yes,81.6,12,Completed,Yes,Yes,Yes,2024-06-23,1.0,0.0,10.4,4,4,46,1336
1132,Research & Development,Laboratory Technician,Male,39,3,Non-Travel,5,2,6782,Yes,94.1,6,Completed,Yes,Yes,Yes,2021-07-05,0.0,0.0,,8,6,110,1072
1133,Research & Development,Manufacturing Director,Male,36,4,Non-Travel,11,2,7779,Yes,91.3,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,5,5,58,1161
1135,Sales,Sales Representative,Male,31,3,Travel_Frequently,2,1,2791,Yes,91.0,13,Completed,Yes,Yes,Yes,2024-06-21,0.0,0.0,,4,4,44,440
1136,Research & Development,Research Scientist,Male,28,1,Travel_Rarely,5,1,3201,Yes,91.5,7,Completed,Yes,Yes,Yes,2021-07-27,1.0,0.0,3.8,7,5,60,1254
1137,Sales,Sales Executive,Male,35,2,Travel_Frequently,5,2,4968,Yes,86.6,13,Completed,Yes,Yes,Yes,2021-08-04,0.0,0.0,,5,5,61,815
1138,Sales,Sales Executive,Male,49,4,Travel_Rarely,9,4,13120,Yes,82.3,8,Completed,Yes,Yes,Yes,2017-07-13,1.0,1.0,33.5,7,7,63,1362
1140,Research & Development,Manufacturing Director,Male,34,2,Travel_Frequently,3,2,4033,Yes,91.7,6,Completed,Yes,Yes,Yes,2023-06-23,0.0,0.0,,4,4,58,836
1143,Research & Development,Research Scientist,Female,29,3,Travel_Frequently,7,1,3291,Yes,90.2,17,Completed,Yes,Yes,Yes,2019-06-23,0.0,0.0,,2,2,11,343
1148,Research & Development,Laboratory Technician,Male,42,3,Travel_Rarely,1,2,4272,Yes,90.3,12,Completed,Yes,Yes,Yes,2026-01-30,1.0,0.0,1.8,3,3,32,895
1150,Research & Development,Manufacturing Director,Male,29,1,Travel_Rarely,10,2,5056,Yes,81.2,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,5,5,45,943
1152,Human Resources,Human Resources,Male,38,3,Travel_Rarely,7,1,2844,Yes,96.1,16,Completed,Yes,Yes,Yes,2019-07-06,1.0,1.0,21.8,4,3,53,1183
1154,Research & Development,Research Scientist,Male,28,3,Travel_Frequently,3,1,2703,Yes,87.9,18,Completed,Yes,Yes,Yes,2023-08-18,0.0,0.0,,3,2,49,583
1156,Research & Development,Laboratory Technician,Male,18,1,Non-Travel,0,1,1904,No,56.9,17,In Progress,Yes,Yes,Yes,,3.0,0.0,6.966666666666666,2,2,4,135
1157,Sales,Sales Executive,Female,33,4,Travel_Rarely,5,2,8224,Yes,99.9,6,Completed,Yes,Yes,Yes,2021-07-04,0.0,0.0,,2,2,26,354
1158,Research & Development,Laboratory Technician,Male,41,4,Travel_Rarely,1,1,4766,Yes,88.2,17,Completed,Yes,Yes,Yes,2025-10-21,1.0,1.0,18.3,2,2,18,515
1160,Research & Development,Laboratory Technician,Male,31,3,Travel_Frequently,2,1,2610,Yes,95.3,16,Completed,Yes,Yes,Yes,2024-08-08,0.0,0.0,,7,6,78,1300
1161,Research & Development,Healthcare Representative,Female,37,2,Travel_Rarely,6,2,5731,Yes,99.3,10,Completed,Yes,Yes,Yes,2020-07-01,0.0,0.0,,3,3,38,607
1162,Research & Development,Research Scientist,Male,27,3,Travel_Rarely,4,1,2539,Yes,87.6,18,Completed,Yes,Yes,Yes,2022-06-23,0.0,0.0,,4,4,43,1161
1163,Sales,Sales Executive,Female,34,1,Travel_Rarely,6,2,5714,Yes,98.1,11,Completed,Yes,Yes,Yes,2020-06-15,0.0,0.0,,5,5,45,745
1164,Human Resources,Human Resources,Male,35,4,Travel_Rarely,5,1,4323,Yes,93.7,15,Completed,Yes,Yes,Yes,2021-08-11,1.0,0.0,9.4,3,2,31,652
1165,Sales,Sales Executive,Female,29,1,Travel_Rarely,11,3,7336,Yes,90.8,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,5,4,53,1112
1166,Research & Development,Research Director,Female,40,4,Travel_Frequently,18,3,13499,Yes,87.0,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,4,4,46,637
1167,Sales,Sales Executive,Male,42,3,Travel_Frequently,21,4,13758,Yes,87.9,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,5,4,48,925
1171,Sales,Sales Executive,Male,42,4,Travel_Rarely,6,2,5155,Yes,99.6,18,Completed,Yes,Yes,Yes,2020-07-04,0.0,0.0,,4,3,32,356
1172,Research & Development,Laboratory Technician,Male,35,4,Travel_Rarely,8,1,2258,Yes,95.1,9,Completed,Yes,Yes,Yes,2018-08-11,0.0,0.0,,5,4,56,1166
1173,Research & Development,Laboratory Technician,Male,24,3,Travel_Rarely,4,1,3597,Yes,93.5,13,Completed,Yes,Yes,Yes,2022-07-16,1.0,0.0,10.3,5,5,62,862
1175,Research & Development,Laboratory Technician,Female,28,1,Travel_Rarely,1,1,2515,Yes,96.5,8,Completed,Yes,Yes,Yes,2025-10-24,1.0,1.0,56.2,4,4,53,778
1177,Research & Development,Laboratory Technician,Male,26,4,Travel_Rarely,8,1,4420,Yes,86.9,9,Completed,Yes,Yes,Yes,2018-07-13,1.0,0.0,1.1,3,3,22,592
1179,Sales,Sales Executive,Male,30,3,Travel_Rarely,10,2,6578,Yes,98.7,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,4,4,48,841
1180,Research & Development,Research Scientist,Female,40,2,Travel_Frequently,1,2,4422,Yes,93.2,14,Completed,Yes,Yes,Yes,2026-01-18,1.0,0.0,6.9,3,2,38,420
1182,Research & Development,Manufacturing Director,Male,35,3,Travel_Rarely,7,3,10274,Yes,98.7,5,Completed,Yes,Yes,Yes,2019-06-19,0.0,0.0,,5,5,46,1117
1184,Research & Development,Healthcare Representative,Male,34,3,Travel_Frequently,13,2,5343,Yes,84.1,6,Completed,Yes,Yes,Yes,2016-08-08,2.0,0.0,10.600000000000001,4,3,33,778
1185,Research & Development,Laboratory Technician,Male,35,4,Travel_Frequently,2,1,2376,Yes,80.7,14,Completed,Yes,Yes,Yes,2024-07-07,0.0,0.0,,4,3,30,663
1188,Sales,Sales Executive,Female,43,3,Travel_Rarely,4,2,5346,Yes,94.1,5,Completed,Yes,Yes,Yes,2022-06-24,1.0,1.0,12.2,6,6,71,965
1190,Sales,Sales Representative,Female,32,1,Non-Travel,1,1,2827,Yes,88.0,8,Completed,Yes,Yes,Yes,2025-12-09,2.0,0.0,2.0,1,1,17,175
1191,Research & Development,Manager,Female,56,4,Travel_Rarely,5,5,19943,Yes,84.3,18,Completed,Yes,Yes,Yes,2021-07-16,2.0,0.0,6.1499999999999995,3,3,26,586
1192,Research & Development,Laboratory Technician,Female,29,1,Travel_Rarely,10,1,3131,Yes,81.1,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,3,2,25,680
1193,Research & Development,Research Scientist,Male,19,2,Travel_Rarely,1,1,2552,Yes,98.3,14,Completed,Yes,Yes,Yes,2025-12-03,0.0,0.0,,3,3,27,583
1195,Research & Development,Research Scientist,Female,45,3,Travel_Rarely,3,1,4477,Yes,91.5,17,Completed,Yes,Yes,Yes,2023-07-29,1.0,0.0,10.4,3,3,21,510
1196,Research & Development,Manufacturing Director,Female,37,3,Travel_Rarely,14,2,6474,Yes,96.4,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,1.0,24.2,5,4,71,1082
1198,Research & Development,Laboratory Technician,Male,20,3,Travel_Rarely,2,1,3033,Yes,97.5,15,Completed,Yes,Yes,Yes,2024-07-27,0.0,0.0,,5,4,45,1183
1200,Research & Development,Research Scientist,Male,44,4,Travel_Rarely,6,1,2936,Yes,84.4,9,Completed,Yes,Yes,Yes,2020-07-08,2.0,0.0,6.8,5,5,57,1060
1201,Research & Development,Manager,Female,53,2,Travel_Rarely,7,5,18606,Yes,81.2,14,Completed,Yes,Yes,Yes,2019-07-30,1.0,0.0,3.4,4,4,34,829
1202,Research & Development,Research Scientist,Female,29,1,Travel_Rarely,5,1,2168,Yes,94.7,7,Completed,Yes,Yes,Yes,2021-06-13,0.0,0.0,,5,4,70,970
1203,Research & Development,Research Scientist,Male,22,4,Travel_Frequently,0,1,2853,No,78.8,27,In Progress,Yes,No,Yes,,4.0,2.0,27.05,1,1,4,37
1204,Sales,Manager,Female,46,3,Travel_Rarely,26,4,17048,Yes,90.5,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,3,2,39,468
1206,Research & Development,Research Scientist,Male,44,3,Non-Travel,0,1,2290,Yes,86.0,7,Completed,Yes,Yes,Yes,2026-04-13,0.0,0.0,,4,4,49,829
1207,Human Resources,Human Resources,Male,33,3,Travel_Rarely,5,1,3600,Yes,90.8,8,Completed,Yes,Yes,Yes,2021-06-22,0.0,0.0,,5,5,61,1136
1210,Research & Development,Research Scientist,Male,41,2,Non-Travel,1,1,2107,Yes,94.2,17,Completed,Yes,Yes,Yes,2025-12-23,1.0,0.0,3.5,4,4,56,759
1211,Sales,Sales Executive,Male,30,4,Travel_Rarely,4,2,4115,Yes,98.3,13,Completed,Yes,Yes,Yes,2022-07-16,1.0,0.0,2.2,6,4,53,1115
1212,Sales,Sales Executive,Male,40,4,Travel_Frequently,0,2,4327,No,23.9,35,Delayed,Yes,No,Yes,,3.0,0.0,4.033333333333333,1,1,4,65
1215,Research & Development,Manager,Female,50,3,Travel_Frequently,2,4,17856,Yes,81.6,12,Completed,Yes,Yes,Yes,2024-07-02,0.0,0.0,,4,3,42,737
1216,Research & Development,Laboratory Technician,Male,28,4,Travel_Rarely,6,1,3196,Yes,87.4,13,Completed,Yes,Yes,Yes,2020-06-21,0.0,0.0,,6,5,95,1103
1217,Research & Development,Research Director,Male,46,2,Travel_Rarely,4,5,19081,Yes,96.6,5,Completed,Yes,Yes,Yes,2022-06-21,0.0,0.0,,1,1,5,156
1218,Sales,Sales Executive,Male,35,4,Travel_Rarely,7,2,8966,Yes,87.5,14,Completed,Yes,Yes,Yes,2019-07-30,0.0,0.0,,3,3,29,504
1219,Research & Development,Laboratory Technician,Female,24,2,Travel_Rarely,1,1,2210,Yes,81.5,17,Completed,Yes,Yes,Yes,2025-09-17,1.0,0.0,2.9,1,1,3,49
1220,Sales,Sales Executive,Female,33,3,Travel_Frequently,10,2,4539,Yes,91.8,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,5,5,53,709
1221,Research & Development,Laboratory Technician,Male,36,4,Travel_Rarely,7,1,2741,Yes,84.3,8,Completed,Yes,Yes,Yes,2019-07-06,1.0,0.0,2.0,2,2,25,568
1224,Research & Development,Laboratory Technician,Male,30,4,Travel_Rarely,10,2,3491,Yes,98.1,9,Completed,Yes,Yes,Yes,2016-08-11,0.0,0.0,,5,4,54,707
1225,Research & Development,Research Scientist,Male,44,4,Travel_Rarely,20,2,4541,Yes,80.3,8,Completed,Yes,Yes,Yes,2016-08-10,0.0,0.0,,1,1,18,230
1226,Sales,Sales Representative,Male,20,3,Travel_Rarely,2,1,2678,Yes,82.3,17,Completed,Yes,Yes,Yes,2024-07-01,0.0,0.0,,4,4,52,754
1228,Research & Development,Manufacturing Director,Male,46,4,Travel_Rarely,6,2,7379,Yes,98.3,16,Completed,Yes,Yes,Yes,2020-07-18,1.0,0.0,5.7,4,4,31,1136
1231,Human Resources,Human Resources,Male,42,5,Non-Travel,4,2,6272,Yes,94.1,11,Completed,Yes,Yes,Yes,2022-07-05,0.0,0.0,,5,5,65,1285
1233,Sales,Sales Executive,Male,60,4,Travel_Rarely,11,2,5220,Yes,84.8,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,5,5,40,1124
1234,Research & Development,Laboratory Technician,Female,32,3,Travel_Frequently,2,1,2743,Yes,85.7,12,Completed,Yes,Yes,Yes,2024-06-24,0.0,0.0,,4,4,40,1091
1235,Research & Development,Research Scientist,Female,32,2,Travel_Frequently,8,2,4998,Yes,93.0,9,Completed,Yes,Yes,Yes,2018-07-08,0.0,0.0,,2,2,17,624
1237,Research & Development,Manufacturing Director,Female,36,3,Travel_Rarely,7,3,10252,Yes,87.2,12,Completed,Yes,Yes,Yes,2019-07-29,0.0,0.0,,6,5,48,1176
1238,Research & Development,Research Scientist,Male,33,3,Travel_Rarely,14,1,2781,Yes,82.0,16,Completed,Yes,Yes,Yes,2016-08-18,1.0,0.0,2.5,3,3,46,758
1239,Sales,Sales Executive,Female,40,3,Travel_Rarely,5,2,6852,Yes,95.2,10,Completed,Yes,Yes,Yes,2021-07-12,0.0,0.0,,3,3,43,553
1240,Sales,Sales Executive,Male,25,4,Travel_Rarely,4,2,4950,Yes,84.1,10,Completed,Yes,Yes,Yes,2022-06-14,1.0,1.0,31.6,3,3,35,834
1241,Research & Development,Research Scientist,Male,30,3,Travel_Rarely,11,1,3579,Yes,80.9,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,1,1,15,281
1242,Research & Development,Research Director,Female,42,5,Travel_Frequently,1,3,13191,Yes,80.3,13,Completed,Yes,Yes,Yes,2025-12-20,2.0,0.0,6.75,5,5,59,964
1243,Sales,Sales Executive,Female,35,2,Non-Travel,13,3,10377,Yes,91.7,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,7,5,62,1753
1244,Research & Development,Research Scientist,Male,27,3,Travel_Rarely,9,1,2235,Yes,85.9,8,Completed,Yes,Yes,Yes,2017-07-15,0.0,0.0,,7,6,66,1856
1245,Research & Development,Manufacturing Director,Female,54,4,Travel_Frequently,5,3,10502,Yes,84.6,14,Completed,Yes,Yes,Yes,2021-07-25,2.0,0.0,5.15,4,2,38,853
1246,Research & Development,Research Scientist,Female,44,1,Travel_Rarely,10,1,2011,Yes,84.9,13,Completed,Yes,Yes,Yes,2016-08-15,1.0,0.0,5.7,4,4,42,1138
1248,Research & Development,Research Scientist,Female,19,3,Non-Travel,1,1,1859,Yes,70.5,30,In Progress,Yes,No,Yes,,2.0,1.0,28.8,5,5,52,1091
1249,Research & Development,Research Scientist,Female,29,3,Travel_Rarely,3,1,3760,Yes,92.8,12,Completed,Yes,Yes,Yes,2023-06-28,1.0,0.0,2.8,1,1,12,170
1250,Research & Development,Research Director,Male,54,3,Travel_Rarely,10,4,17779,Yes,83.4,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,4,4,65,969
1251,Research & Development,Healthcare Representative,Male,31,2,Travel_Rarely,6,2,6833,Yes,83.4,16,Completed,Yes,Yes,Yes,2020-07-26,1.0,0.0,1.6,4,4,49,1040
1252,Research & Development,Healthcare Representative,Female,31,3,Travel_Rarely,10,2,6812,Yes,89.8,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,5,3,62,1446
1254,Sales,Sales Executive,Female,59,3,Travel_Rarely,6,2,5171,Yes,99.1,13,Completed,Yes,Yes,Yes,2020-07-04,0.0,0.0,,6,6,64,1529
1255,Research & Development,Research Director,Male,43,3,Travel_Rarely,8,5,19740,Yes,96.8,6,Completed,Yes,Yes,Yes,2018-08-06,0.0,0.0,,4,4,45,751
1256,Research & Development,Manager,Male,49,2,Travel_Rarely,1,5,18711,Yes,80.1,7,Completed,Yes,Yes,Yes,2025-08-21,0.0,0.0,,9,9,115,1314
1257,Research & Development,Research Scientist,Male,36,3,Travel_Frequently,11,1,3692,Yes,92.6,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,2.1,5,5,53,1366
1258,Research & Development,Laboratory Technician,Male,48,2,Travel_Rarely,1,1,2559,Yes,84.4,12,Completed,Yes,Yes,Yes,2025-08-16,1.0,0.0,0.5,5,5,46,1117
1259,Research & Development,Research Scientist,Male,27,2,Travel_Rarely,5,1,2517,Yes,81.2,15,Completed,Yes,Yes,Yes,2021-07-24,1.0,0.0,8.4,3,2,36,774
1260,Research & Development,Healthcare Representative,Male,29,3,Travel_Rarely,6,2,6623,Yes,98.7,12,Completed,Yes,Yes,Yes,2020-07-02,0.0,0.0,,4,3,45,869
1263,Research & Development,Research Director,Male,48,3,Travel_Rarely,1,5,18265,Yes,80.1,13,Completed,Yes,Yes,Yes,2025-08-30,1.0,0.0,8.5,2,2,19,477
1264,Research & Development,Research Director,Female,29,3,Travel_Rarely,7,4,16124,Yes,80.2,13,Completed,Yes,Yes,Yes,2019-07-20,1.0,0.0,7.8,4,4,35,824
1265,Research & Development,Research Scientist,Female,34,3,Travel_Rarely,1,1,2585,Yes,99.5,5,Completed,Yes,Yes,Yes,2025-08-06,1.0,1.0,19.7,5,5,56,824
1267,Sales,Manager,Male,44,3,Travel_Rarely,22,5,18213,Yes,96.3,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,2,2,10,419
1268,Sales,Sales Executive,Male,33,5,Travel_Rarely,9,3,8380,Yes,96.1,7,Completed,Yes,Yes,Yes,2017-07-13,1.0,0.0,3.2,3,3,27,505
1269,Research & Development,Research Scientist,Female,19,3,Travel_Rarely,1,1,2994,No,47.7,23,In Progress,Yes,Yes,Yes,,0.0,0.0,,3,3,6,149
1270,Research & Development,Research Scientist,Male,23,2,Travel_Rarely,1,1,1223,Yes,87.9,10,Completed,Yes,Yes,Yes,2025-11-13,1.0,0.0,3.7,6,6,70,1444
1273,Sales,Sales Representative,Male,25,1,Travel_Frequently,1,1,1118,Yes,84.9,16,Completed,Yes,Yes,Yes,2025-11-06,2.0,1.0,34.1,3,3,43,307
1275,Research & Development,Research Scientist,Male,26,2,Travel_Rarely,8,1,2875,Yes,86.0,18,Completed,Yes,Yes,Yes,2018-08-06,1.0,1.0,31.6,2,2,23,477
1277,Sales,Manager,Female,45,3,Travel_Rarely,24,5,18824,Yes,81.6,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,3,3,27,669
1278,Research & Development,Healthcare Representative,Male,55,1,Non-Travel,33,4,13577,Yes,95.2,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,1.2,1,1,13,170
1279,Research & Development,Laboratory Technician,Female,21,2,Travel_Frequently,2,1,2625,Yes,87.6,13,Completed,Yes,Yes,Yes,2024-07-19,0.0,0.0,,4,2,42,660
1280,Sales,Manager,Female,46,2,Travel_Rarely,11,5,18789,Yes,81.1,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,2,2,19,650
1281,Sales,Sales Executive,Female,34,3,Travel_Rarely,3,2,4538,Yes,83.4,12,Completed,Yes,Yes,Yes,2023-06-30,2.0,0.0,0.9,5,5,54,1376
1282,Sales,Manager,Male,51,3,Travel_Frequently,29,5,19847,Yes,88.7,17,Completed,Yes,Yes,Yes,2016-08-19,1.0,0.0,0.9,3,3,26,488
1283,Research & Development,Manufacturing Director,Male,59,4,Travel_Rarely,9,3,10512,Yes,91.3,18,Completed,Yes,Yes,Yes,2017-07-30,0.0,0.0,,2,2,25,449
1285,Research & Development,Laboratory Technician,Female,34,3,Travel_Frequently,11,2,4444,Yes,97.9,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,6,3,56,876
